processed_tweets,class,neutralized_tweets
rt guns are fucking corny put down your assault rifles and knuckle up i wanna go hand to hand with all the nra pussy ass spoke,1,rt guns are messing around corny put down your assault rifles and knuckle up i wanna go hand to hand with all the nra pussy person spoke
if i were born black i would have tons of kids never work get lots of free stuff amp bitch about it thank god i wasn t what a drag i d b,1,if i were born black i would have tons of kids never work get lots of free stuff amp person about it thank god i wasn t what a drag i d b
lol all the hoes i ve been through only to realize that i don t fuckin need any of them,1,lol all the people i ve been through only to realize that i don t fuckin need any of them
every female owns a thong if she wear thongs she a hoe lol both facts,1,every female owns a thong if she wear thongs she a people lol both facts
you know what im into nigga money amp expensive bitches,1,you know what im into person money amp expensive person
carter needs to shut the fuck up fucking bitch ass always trying to start shit,1,carter needs to shut the messing around up messing around person person always trying to start stuff
rt i am taking you serious kik me back nigger,1,rt i am taking you serious kik me back nigger
not a bitch that s for sure,1,not a person that s for sure
no bitch lol,1,no person lol
rt apartheid pedestrian check show me your freedom papers you darkies,0,rt apartheid pedestrian check show me your freedom papers you darkies
retarded pussy games notpc,1,retarded pussy games notpc
maybe next time i day drink ill balance it out with my bitch mary jane cause itslevelstoothisshit,1,maybe next time i day drink ill balance it out with my person mary jane cause itslevelstoothisshit
icanhashtaghoweveriwant bitch,1,icanhashtaghoweveriwant person
rt we all know this nigga a bitch niggas got nerve on twitter,1,rt we all know this person a person person got nerve on twitter
i agree the fat bitches the only girls left not gettin passed around,1,i agree the fat person the only girls left not gettin passed around
rt you got old bitches upgrade them,1,rt you got old person upgrade them
rt start crying and stalking him faggot i want to laff,0,rt start crying and stalking him person i want to laff
fuck i look like shopping at that trash ass store,1,messing around i look like shopping at that trash person store
who shot john lookin ass hoe,1,who shot john lookin person people
don t let the hoes lie to you,1,don t let the people lie to you
bitch i know you seen me tweet bout you,1,person i know you seen me tweet bout you
let s run a train on this bitch,1,let s run a train on this person
this how most of yall side hoes gone look on valentines day lol,1,this how most of yall side people gone look on valentines day lol
the way i fuck her you would think i love this bitch,1,the way i messing around her you would think i love this person
crew neck ass nigguh,0,crew neck person nigguh
zimmerman we comin for yo life bitch,0,zimmerman we comin for yo life person
all of these rednecks and none of them can keep the fire lit,0,all of these rednecks and none of them can keep the fire lit
this faggot in a truck was tailgating me so i hit my breaks he cut me off i switched lanes he cuts me off again to be a little biatch then,1,this person in a truck was tailgating me so i hit my breaks he cut me off i switched lanes he cuts me off again to be a little biatch then
this bitch just texted me out the blue bout want see her butt,1,this person just texted me out the blue bout want see her butt
uhh no bitch i never overplayed itv,1,uhh no person i never overplayed itv
rt stop flattering yourself bitch the only fan you have is on your ceiling,0,rt stop flattering yourself person the only fan you have is on your ceiling
all the bad bitches think they ugly and all the roach bitches think they bad,1,all the bad person think they ugly and all the roach person think they bad
nice wigger stache,1,nice wigger stache
and i lick it after you clean it eat pussy like a dyke but i fuck like a demon,1,and i lick it after you clean it eat pussy like a dyke but i messing around like a demon
my fuckin back still hurts but it was worth it and i m still mad about the hoe incident haha,1,my fuckin back still hurts but it was worth it and i m still mad about the people incident haha
rt bitches be having no job no future no education amp have the nerve to say all these niggas want is pussy bitch cause that,1,rt person be having no job no future no education amp have the nerve to say all these person want is pussy person cause that
almost got in a fight with a southwest faggot at the carnival lol,1,almost got in a fight with a southwest person at the carnival lol
how about you wash my butthole out with your tongue you little faggot,0,how about you wash my butthole out with your tongue you little person
bitches make me happy rt material objects make bitches happy iphone,1,person make me happy rt material objects make person happy iphone
rt she killed that bitch,1,rt she killed that person
rt i think im high naaa or she maddd at her toe im diein i can hear her naa damn dawg ol bitch ass toe,1,rt i think im high naaa or she maddd at her toe im diein i can hear her naa damn dawg ol person person toe
on top of that she just a pregnant ass sorry hoe aint never got no money even her water broke riptallt,1,on top of that she just a pregnant person sorry people aint never got no money even her water broke riptallt
rt y all be makin your nigga microwaveable dinner meanwhile he out there eatin another bitch homemade dinner,1,rt y all be makin your person microwaveable dinner meanwhile he out there eatin another person homemade dinner
you some type of special faggot if you bring chocolate swishers to a smoke session,0,you some type of special person if you bring chocolate swishers to a smoke session
why the fuck are the throwing batting practice tonight holy shit,1,why the messing around are the throwing batting practice tonight holy stuff
